v,tunning,n,dataset,task,params,acc,f1,cm,embeddings,lang,loss,val_loss
_grid,3 channels,0.0,brblogset,gender,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3444, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6409395973154363,0.6370114864018761,"[[320 276]
 [152 444]]",nilc-fasttext-100dim,pt,0.5881691492404868,0.6267478285590187
_grid,3 channels,1.0,brblogset,gender,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3407, 'max_num_words': 148873, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6942622950819672,0.6939166042809705,"[[403 207]
 [166 444]]",nilc-fasttext-100dim,pt,0.4645456703828417,0.5732995881268415
_grid,3 channels,2.0,brblogset,gender,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3349, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.7124789207419899,0.7120643954630987,"[[445 148]
 [193 400]]",nilc-fasttext-100dim,pt,0.5496613647272525,0.6313815073035229
_grid,3 channels,3.0,brblogset,gender,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3503, 'max_num_words': 118937, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6926298157453936,0.6836652264778178,"[[514  83]
 [284 313]]",nilc-fasttext-100dim,pt,0.44022370761707696,0.6045820338986879
_grid,3 channels,4.0,brblogset,gender,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3304, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.5874799357945425,0.5373904953424404,"[[161 462]
 [ 52 571]]",nilc-fasttext-100dim,pt,0.6325194810753831,0.6370846403367592
_grid,3 channels,5.0,brblogset,gender,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3352, 'max_num_words': 133652, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6669463087248322,0.6664277079346282,"[[374 222]
 [175 421]]",nilc-fasttext-100dim,pt,0.5808893941297141,0.6326247370243072
_grid,3 channels,6.0,brblogset,gender,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3248, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6887931034482758,0.6862222055710621,"[[347 233]
 [128 452]]",nilc-fasttext-100dim,pt,0.8317866411160006,0.7100427600923205
_grid,3 channels,7.0,brblogset,gender,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3806, 'max_num_words': 114631, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.5707964601769911,0.5642023284421892,"[[253 312]
 [173 392]]",nilc-fasttext-100dim,pt,0.6865274887720565,0.6746230157970012
_grid,3 channels,8.0,brblogset,gender,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3182, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6982456140350877,0.6980076637794014,"[[414 156]
 [188 382]]",nilc-fasttext-100dim,pt,0.6389996800955167,0.6348578795105562
_grid,3 channels,9.0,brblogset,gender,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3927, 'max_num_words': 122179, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6477462437395659,0.6476667038358609,"[[379 220]
 [202 397]]",nilc-fasttext-100dim,pt,0.5140297743140232,0.5955222379071293
_grid,3 channels,10.0,brblogset,gender,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3504, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.7253756260434057,0.723986137051035,"[[477 122]
 [207 392]]",nilc-fasttext-100dim,pt,0.4127456595472621,0.4950238514691592
_grid,3 channels,11.0,brblogset,gender,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 4037, 'max_num_words': 129417, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.6089527027027027,0.5945706283507393,"[[472 120]
 [343 249]]",nilc-fasttext-100dim,pt,0.9300497368639667,0.6875976605929042
_grid,3 channels,12.0,brblogset,gender,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3348, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 2}",0.62751677852349,0.6274905614162521,"[[379 217]
 [227 369]]",nilc-fasttext-100dim,pt,0.7936621172430481,0.7082550310662814
_grid,3 channels,0.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3325, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3523573200992556,0.2699216459676989,"[[124   0 279]
 [102   0 301]
 [101   0 302]]",nilc-fasttext-100dim,pt,1.1023432361840766,1.0998289947416269
_grid,3 channels,1.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3616, 'max_num_words': 138513, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.36977777777777776,0.3656670105272639,"[[108 187  80]
 [ 65 187 123]
 [ 67 187 121]]",nilc-fasttext-100dim,pt,1.1002190664981035,1.0988393602547823
_grid,3 channels,2.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3760, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3692038495188101,0.3665088146567784,"[[118  90 173]
 [ 72 120 189]
 [ 69 128 184]]",nilc-fasttext-100dim,pt,1.0946474716787076,1.0959915229252406
_grid,3 channels,3.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3384, 'max_num_words': 116244, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3333333333333333,0.16666666666666666,"[[  0 385   0]
 [  0 385   0]
 [  0 385   0]]",nilc-fasttext-100dim,pt,1.1001835421298176,1.0989536051300988
_grid,3 channels,4.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3412, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3813131313131313,0.3421867758282166,"[[296  50  50]
 [243  83  70]
 [248  74  74]]",nilc-fasttext-100dim,pt,1.0948808103926484,1.091877772063805
_grid,3 channels,5.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3308, 'max_num_words': 128807, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3701754385964912,0.36644708209226295,"[[118 190  72]
 [ 66 190 124]
 [ 75 191 114]]",nilc-fasttext-100dim,pt,1.0901108470556675,1.096855735236948
_grid,3 channels,6.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3521, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.35399820305480684,0.31680965307132875,"[[178 186   7]
 [164 186  21]
 [155 186  30]]",nilc-fasttext-100dim,pt,1.1037718938579435,1.0998882412910462
_grid,3 channels,7.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3629, 'max_num_words': 143961, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4082687338501292,0.3568230401701657,"[[267  14 106]
 [170  28 189]
 [179  29 179]]",nilc-fasttext-100dim,pt,1.0848512396045114,1.0734969635804494
_grid,3 channels,0.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3355, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.387719298245614,0.3508911758672622,"[[236  27 117]
 [158  38 184]
 [166  46 168]]",nilc-fasttext-100dim,pt,1.0730622749318155,1.0506877405715709
_grid,3 channels,1.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3563, 'max_num_words': 128182, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3333333333333333,0.16666666666666666,"[[382   0   0]
 [382   0   0]
 [382   0   0]]",nilc-fasttext-100dim,pt,1.099411042400736,1.0986205366954829
_grid,3 channels,2.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3486, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3970714900947459,0.3814962713592831,"[[ 78 166 143]
 [ 21 222 144]
 [ 37 189 161]]",nilc-fasttext-100dim,pt,1.0325468288960575,1.0573678930600483
_grid,3 channels,3.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3623, 'max_num_words': 135706, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3949367088607595,0.34554784905630204,"[[305  15  75]
 [239  44 112]
 [238  38 119]]",nilc-fasttext-100dim,pt,1.0474938596820071,1.022820271551609
_grid,3 channels,4.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3582, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3784893267651888,0.3111907642249423,"[[155 240  11]
 [ 95 295  16]
 [126 269  11]]",nilc-fasttext-100dim,pt,1.0985884951413358,1.095903493563334
_grid,3 channels,5.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3379, 'max_num_words': 119356, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3333333333333333,0.2666662211103116,"[[  0 189 190]
 [  0 189 190]
 [  0 189 190]]",nilc-fasttext-100dim,pt,1.1026577227678451,1.0906785813967388
_grid,3 channels,6.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3192, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4398976982097187,0.4408528983763729,"[[188 124  79]
 [ 74 181 136]
 [ 89 155 147]]",nilc-fasttext-100dim,pt,1.037970738523029,1.0666113645702169
_grid,3 channels,7.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [7], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3695, 'max_num_words': 119988, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4223385689354276,0.4109905214887668,"[[211  61 110]
 [112  88 182]
 [112  85 185]]",nilc-fasttext-100dim,pt,1.1005786169985128,1.0904757579167683
_grid,3 channels,8.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3539, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4109704641350211,0.40687126893521297,"[[114 119 162]
 [ 51 193 151]
 [ 65 150 180]]",nilc-fasttext-100dim,pt,1.1006694726399222,1.0965782330794769
_grid,3 channels,9.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3887, 'max_num_words': 125501, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4072119613016711,0.39051745679162336,"[[203 153  23]
 [138 186  55]
 [149 156  74]]",nilc-fasttext-100dim,pt,1.0953708138299811,1.1001207019075936
_grid,3 channels,10.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3546, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4203612479474548,0.3677688043228418,"[[161 188  57]
 [ 53 320  33]
 [ 99 276  31]]",nilc-fasttext-100dim,pt,1.0526914411922732,1.0536151440757693
_grid,3 channels,11.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3566, 'max_num_words': 123895, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3927056827820187,0.3634401483568059,"[[225 119  49]
 [169 188  36]
 [172 171  50]]",nilc-fasttext-100dim,pt,1.089511511523987,1.0906611623490394
_grid,3 channels,12.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3928, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3333333333333333,0.16666666666666666,"[[379   0   0]
 [379   0   0]
 [379   0   0]]",nilc-fasttext-100dim,pt,1.0995757014857528,1.098624164859454
_grid,3 channels,13.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3561, 'max_num_words': 122908, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3821339950372208,0.2721312912688682,"[[ 78 324   1]
 [ 20 382   1]
 [ 49 352   2]]",nilc-fasttext-100dim,pt,1.0855199594873837,1.0938138001494937
_grid,3 channels,14.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3516, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.371007371007371,0.35656984743933595,"[[ 76 113 218]
 [ 22 157 228]
 [ 49 138 220]]",nilc-fasttext-100dim,pt,1.1028152438159102,1.100767214833826
_grid,3 channels,0.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3986, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4025423728813559,0.4001737351364809,"[[118  50  68]
 [ 66  68 102]
 [ 56  81  99]]",nilc-fasttext-100dim,pt,0.9927633138963374,1.0437235933593194
_grid,3 channels,1.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3300, 'max_num_words': 90873, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3678160919540229,0.3559103230707396,"[[132  48  52]
 [ 89  59  84]
 [104  63  65]]",nilc-fasttext-100dim,pt,1.0913304017402714,1.058071144421895
_grid,3 channels,2.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3337, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4458689458689459,0.43688986124225176,"[[ 64  75  95]
 [ 25 125  84]
 [ 32  78 124]]",nilc-fasttext-100dim,pt,1.06053823661341,1.074855725196275
_grid,3 channels,3.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3110, 'max_num_words': 84609, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4163150492264416,0.38895404431821023,"[[174  41  22]
 [118  66  53]
 [112  69  56]]",nilc-fasttext-100dim,pt,1.0610328958080582,1.0722478448828578
_grid,3 channels,4.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 4357, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4526748971193416,0.4283290068548883,"[[163  53  27]
 [ 78 121  44]
 [118  79  46]]",nilc-fasttext-100dim,pt,1.0937823425948463,1.0967001933900136
_grid,3 channels,5.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3443, 'max_num_words': 85995, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4434654919236417,0.4293190071630852,"[[153  28  46]
 [ 82  66  79]
 [ 90  54  83]]",nilc-fasttext-100dim,pt,1.106716898795967,1.1017256170511245
_grid,3 channels,6.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3423, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3997175141242938,0.332482021060932,"[[185  48   3]
 [143  86   7]
 [140  84  12]]",nilc-fasttext-100dim,pt,1.1143391525251456,1.1129773407757115
_grid,3 channels,7.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3488, 'max_num_words': 78722, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4757709251101322,0.4257332838874973,"[[124  18  85]
 [ 40  20 167]
 [ 30  17 180]]",nilc-fasttext-100dim,pt,1.1039859118585065,1.105214621623357
_grid,3 channels,8.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3175, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.38713910761154857,0.3171094368025314,"[[223  15  16]
 [179  42  33]
 [195  29  30]]",nilc-fasttext-100dim,pt,1.0358037266088664,1.0709954807136812
_grid,3 channels,9.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3197, 'max_num_words': 85536, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.383879781420765,0.33020910908427153,"[[196  16  32]
 [151  31  62]
 [160  30  54]]",nilc-fasttext-100dim,pt,1.1126621310274702,1.1004151520984513
_grid,3 channels,10.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3392, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.442090395480226,0.4397644472656224,"[[133  75  28]
 [ 92  86  58]
 [ 72  70  94]]",nilc-fasttext-100dim,pt,1.091692202128416,1.0999407432382071
_grid,3 channels,11.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3577, 'max_num_words': 88133, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.40296296296296297,0.3560304878970213,"[[ 37  55 133]
 [ 12  52 161]
 [  7  35 183]]",nilc-fasttext-100dim,pt,1.015226481082809,1.0311050929049008
_grid,3 channels,12.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 4334, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3829201101928375,0.3739445654652727,"[[ 83 120  39]
 [ 62 133  47]
 [ 60 120  62]]",nilc-fasttext-100dim,pt,1.102006305305482,1.1028723447095778
_grid,3 channels,13.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3975, 'max_num_words': 82605, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3346508563899868,0.20343746815827202,"[[  3   9 241]
 [  5  14 234]
 [  1  15 237]]",nilc-fasttext-100dim,pt,1.1037222761724668,1.1000093139414289
