v,tunning,n,dataset,task,params,acc,f1,cm,embeddings,lang,loss,val_loss
_grid,3 channels,14.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3506, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4156545209176788,0.4143122351440873,"[[ 75  68 104]
 [ 19 115 113]
 [ 37  92 118]]",nilc-fasttext-100dim,pt,1.1107955030387355,1.1265522813556168
_grid,3 channels,15.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3474, 'max_num_words': 81198, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3695955369595537,0.34536618248859496,"[[154  51  34]
 [132  66  41]
 [143  51  45]]",nilc-fasttext-100dim,pt,1.1037478693473486,1.0998455054230158
_grid,3 channels,16.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3298, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4301521438450899,0.42541601839789184,"[[138  49  54]
 [ 67  75  99]
 [ 68  75  98]]",nilc-fasttext-100dim,pt,0.9407285992190522,1.0280996826469389
_grid,3 channels,17.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 4119, 'max_num_words': 110295, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.405982905982906,0.3805692268586964,"[[ 74  47 113]
 [ 39  45 150]
 [ 27  41 166]]",nilc-fasttext-100dim,pt,1.107873336323584,1.1154480315310693
_grid,3 channels,18.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3902, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3803230543318649,0.32983915603861,"[[ 44 156  27]
 [ 18 182  27]
 [ 13 181  33]]",nilc-fasttext-100dim,pt,1.0900987969076037,1.0918332212792208
_grid,3 channels,19.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 4051, 'max_num_words': 81504, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.35336194563662376,0.31766279685488696,"[[ 21 117  95]
 [ 13 136  84]
 [ 26 117  90]]",nilc-fasttext-100dim,pt,1.1047858924504916,1.0996771862364223
_grid,3 channels,0.0,brblogset,education,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3986, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.28157894736842104,0.21705522075979986,"[[  4  29  15 142]
 [  3  50  14 123]
 [  9  40  17 124]
 [  8  27  12 143]]",nilc-fasttext-100dim,pt,1.3889099550493622,1.379528660906686
_grid,3 channels,0.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3413, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.3958333333333333,0.3638907739298221,"[[ 52  23 165]
 [ 23  54 163]
 [ 17  44 179]]",nilc-fasttext-100dim,pt,1.1119196546805632,1.1064245437964413
_grid,3 channels,1.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3190, 'max_num_words': 85650, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.37549407114624506,0.3192220480122306,"[[ 53 181  19]
 [ 28 203  22]
 [ 39 185  29]]",nilc-fasttext-100dim,pt,1.10156074934276,1.0995290297728315
_grid,3 channels,2.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3673, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 3}",0.4057315233785822,0.3892671979206355,"[[ 55 138  28]
 [ 27 147  47]
 [ 24 130  67]]",nilc-fasttext-100dim,pt,1.0457040707918306,1.0634496968889993
_grid,3 channels,0.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3481, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4468236973590293,0.44630521998494777,"[[251 106 110]
 [102 190 175]
 [127 155 185]]",nilc-fasttext-100dim,pt,1.0875522998660323,1.0788188234043579
_grid,3 channels,1.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3727, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3333333333333333,0.26666639681648746,"[[  0 244 243]
 [  0 244 243]
 [  0 244 243]]",nilc-fasttext-100dim,pt,1.1016808733281254,1.0989920976986305
_grid,3 channels,2.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3414, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4028925619834711,0.3720837732893108,"[[152  31 301]
 [ 77  82 325]
 [ 79  54 351]]",nilc-fasttext-100dim,pt,1.0826463770103891,1.086662039989732
_grid,3 channels,3.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3425, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3556953179594689,0.2741715510297525,"[[409  49  19]
 [375  62  40]
 [384  55  38]]",nilc-fasttext-100dim,pt,1.1010271896827477,1.0982581870961723
_grid,3 channels,4.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3819, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4142857142857143,0.40482706978036215,"[[213 149 128]
 [119 274  97]
 [144 224 122]]",nilc-fasttext-100dim,pt,1.0737363379274574,1.0731168706570902
_grid,3 channels,5.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3276, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4085794655414909,0.3742884051009449,"[[359  52  63]
 [275  92 107]
 [271  73 130]]",nilc-fasttext-100dim,pt,1.0870615514373112,1.0867783281652406
_grid,3 channels,6.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3301, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.42372881355932196,0.3934343009478277,"[[329  44  99]
 [200  78 194]
 [226  53 193]]",nilc-fasttext-100dim,pt,1.094581379523378,1.0886334077351625
_grid,3 channels,7.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3590, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4517906336088154,0.4260249920073365,"[[318 105  61]
 [153 252  79]
 [194 204  86]]",nilc-fasttext-100dim,pt,1.1155602967555498,1.1083442090905231
_grid,3 channels,8.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3612, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3333333333333333,0.26666666666666666,"[[  0 227 227]
 [  0 227 227]
 [  0 227 227]]",nilc-fasttext-100dim,pt,1.0993584103631502,1.098623778820038
_grid,3 channels,9.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3815, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3421245421245421,0.21296458023071305,"[[ 13  16 426]
 [ 15  22 418]
 [ 11  12 432]]",nilc-fasttext-100dim,pt,1.0999752131812193,1.0980668013294537
_grid,3 channels,10.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3201, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4085794655414909,0.35725858311428266,"[[175 278  21]
 [ 93 364  17]
 [ 89 343  42]]",nilc-fasttext-100dim,pt,1.10291437742322,1.1015864057032014
_grid,3 channels,11.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3701, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.42171189979123175,0.3959599920091845,"[[290  62 127]
 [192  76 211]
 [175  64 240]]",nilc-fasttext-100dim,pt,1.0268424462803631,1.0439987586349502
_grid,3 channels,12.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3689, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3778248587570621,0.32389464315375605,"[[312 126  34]
 [246 200  26]
 [254 195  23]]",nilc-fasttext-100dim,pt,1.044704298784662,1.0458996663059017
_grid,3 channels,13.0,brblogset,age,"{'features_maps': [10, 10], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3866, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4432624113475177,0.4214509276285505,"[[198 211  61]
 [ 48 334  88]
 [ 96 281  93]]",nilc-fasttext-100dim,pt,1.0418930080471325,1.0250281323621304
_grid,3 channels,14.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3781, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4183150183150183,0.4149031292183412,"[[230 157  68]
 [110 207 138]
 [127 194 134]]",nilc-fasttext-100dim,pt,1.0702562376452391,1.076538944612572
_grid,3 channels,15.0,brblogset,age,"{'features_maps': [40, 40], 'kernel_size': [2, 3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3722, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3869814020028613,0.3617281274008099,"[[319  75  72]
 [266 112  88]
 [274  82 110]]",nilc-fasttext-100dim,pt,1.070678302680393,1.073740126300247
_grid,3 channels,16.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3531, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.4048611111111111,0.3868171464570396,"[[314  87  79]
 [210 153 117]
 [245 119 116]]",nilc-fasttext-100dim,pt,1.0840546504715245,1.081342343930845
_grid,3 channels,17.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3547, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.39818688981868894,0.37949176526036976,"[[255  39 184]
 [163  83 232]
 [163  82 233]]",nilc-fasttext-100dim,pt,1.019531906399521,1.072682498106881
_grid,3 channels,18.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3672, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3745557924662402,0.3746662527694705,"[[184 135 150]
 [150 167 152]
 [124 169 176]]",nilc-fasttext-100dim,pt,1.101876878762942,1.1019093754850786
_grid,3 channels,19.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [3, 4, 5], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3483, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3333333333333333,0.26666666666666666,"[[234   0 234]
 [234   0 234]
 [234   0 234]]",nilc-fasttext-100dim,pt,1.1003119041158458,1.0987799228766026
_grid,3 channels,20.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [2, 3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3742, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.43312101910828027,0.3931947102096357,"[[206 240  25]
 [ 65 354  52]
 [ 77 342  52]]",nilc-fasttext-100dim,pt,1.1351674410141392,1.0210217176974798
_grid,3 channels,21.0,brblogset,age,"{'features_maps': [10, 10, 10], 'kernel_size': [2, 3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3613, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3708513708513709,0.3085041030219914,"[[376  31  55]
 [322  45  95]
 [317  52  93]]",nilc-fasttext-100dim,pt,1.078298081599555,1.0595052096337985
_grid,3 channels,22.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [2, 3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3629, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.43745632424877706,0.4006376195387726,"[[236 203  38]
 [ 95 331  51]
 [128 290  59]]",nilc-fasttext-100dim,pt,1.0721501363117945,1.0848288666161279
_grid,3 channels,23.0,brblogset,age,"{'features_maps': [40, 40, 40], 'kernel_size': [2, 3, 4], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3561, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3877551020408163,0.3060486120554546,"[[ 85 368  37]
 [  5 448  37]
 [ 43 410  37]]",nilc-fasttext-100dim,pt,1.0685069354724206,1.0554274972078304
_grid,3 channels,24.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [2], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3283, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.35340501792114704,0.2741513674746335,"[[ 38 370  57]
 [ 34 395  36]
 [ 54 351  60]]",nilc-fasttext-100dim,pt,1.1010603313860683,1.0998021026591325
_grid,3 channels,25.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [2], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3775, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.37734487734487737,0.29315616005249584,"[[355 107   0]
 [294 168   0]
 [331 131   0]]",nilc-fasttext-100dim,pt,1.0969556457014065,1.0987039891973374
_grid,3 channels,26.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [2], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3365, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.39818688981868894,0.3530973136639313,"[[320 132  26]
 [242 209  27]
 [266 170  42]]",nilc-fasttext-100dim,pt,1.100830346417199,1.1001097838083904
_grid,3 channels,27.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [2], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3214, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.438375350140056,0.4315680200099983,"[[249 165  62]
 [109 246 121]
 [130 215 131]]",nilc-fasttext-100dim,pt,1.018683274345232,1.0641794162815894
_grid,3 channels,28.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3471, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3524822695035461,0.2637459896006196,"[[374   0  96]
 [373   0  97]
 [347   0 123]]",nilc-fasttext-100dim,pt,1.100281507363646,1.099233546133699
_grid,3 channels,29.0,brblogset,age,"{'features_maps': [10], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3294, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3706777316735823,0.3098226922389072,"[[377  62  43]
 [337 126  19]
 [347 102  33]]",nilc-fasttext-100dim,pt,1.0972939768458834,1.095357367230786
_grid,3 channels,30.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3608, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.405982905982906,0.3993863577407033,"[[136 171 161]
 [ 88 255 125]
 [ 89 200 179]]",nilc-fasttext-100dim,pt,1.0873337086789567,1.091460230909748
_grid,3 channels,31.0,brblogset,age,"{'features_maps': [40], 'kernel_size': [3], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3294, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3752620545073375,0.3684269910663686,"[[127  98 252]
 [ 62 153 262]
 [ 73 147 257]]",nilc-fasttext-100dim,pt,1.0744800585933745,1.0869906977466914
_grid,3 channels,0.0,brblogset,education,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3481, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.2520718232044199,0.17970239847893815,"[[  0 174 181   7]
 [  2 173 181   6]
 [  1 175 181   5]
 [  3 167 181  11]]",nilc-fasttext-100dim,pt,1.391228163413373,1.3867339797814688
_grid,3 channels,1.0,brblogset,education,"{'features_maps': [10, 10], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3727, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.2807262569832402,0.21417829593232296,"[[142 194   7  15]
 [ 83 233   8  34]
 [112 213   6  27]
 [129 201   7  21]]",nilc-fasttext-100dim,pt,1.3813597926849237,1.3876719881742319
_grid,3 channels,2.0,brblogset,education,"{'features_maps': [40, 40], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3414, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.2931506849315069,0.2229949275024828,"[[ 85 221  40  19]
 [ 38 303  21   3]
 [ 40 283  27  15]
 [ 36 278  38  13]]",nilc-fasttext-100dim,pt,1.3652619547908316,1.3594034711519876
_grid,3 channels,3.0,brblogset,education,"{'features_maps': [40, 40], 'kernel_size': [7, 8], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3425, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3195592286501377,0.2756478411633624,"[[236  71  21  35]
 [164 153  23  23]
 [197 124  22  20]
 [212  80  18  53]]",nilc-fasttext-100dim,pt,1.3917802738215397,1.3887407794725477
_grid,3 channels,4.0,brblogset,education,"{'features_maps': [10, 10, 10], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3819, 'max_num_words': 1000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.25,0.1,"[[360   0   0   0]
 [360   0   0   0]
 [360   0   0   0]
 [360   0   0   0]]",nilc-fasttext-100dim,pt,1.3882514541799371,1.3860942050814629
_grid,3 channels,5.0,brblogset,education,"{'features_maps': [10, 10, 10], 'kernel_size': [7, 8, 9], 'strides': [1, 1, 1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': 3276, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3], 'n_classes': 4}",0.3201388888888889,0.2859804604275322,"[[180  91  15  74]
 [107 188  19  46]
 [137 140  26  57]
 [165 105  23  67]]",nilc-fasttext-100dim,pt,1.3768449311431736,1.3778233120209489
